team	season	competition	number	name	position	games_played	goals	assists	points	nationality
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	1	Jurgen Stars	G	26	0	3	3	Germany
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	2	Gregg Thompson	D	30	9	9	27	USA
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	3	Glenn Myernick	D	23	3	3	9	USA
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	5	Frantz Mathieu	D	23	5	8	18	Haiti
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	6	Mike Connell	D	30	10	8	28	South Africa
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	7	Steve Wegerle	F	25	5	11	21	South Africa
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	8	Wes McLeod	M	0	0	0	0	Canada
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	10	Tatu	F	30	49	11	109	Brazil
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	11	Manny Rojas	M	25	13	22	48	Chile
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	12	Perry Van Der Beck	M	32	18	16	52	USA
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	14	Flemming Lund	M	32	2	21	25	Denmark
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	15	Peter Roe	D/M	26	22	13	57	England/Canada
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	16	Pedro DeBrito	F	22	9	6	24	USA
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	17	Roy Wegerle	F	7	3	2	8	South Africa
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	18	Mark Karpun	F	27	12	9	33	Canada
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	19	Neill Roberts	F	22	15	7	37	South Africa
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	20	Tommy King	F	5	1	0	2	USA
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	25	Mark Longwell	D	2	0	0	0	USA
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	26	Peter Johansson	M	0	0	0	0	Sweden
Tampa Bay Rowdies	1983-1984	North American Soccer League (indoor)	30	Franz Gerber	F	1	0	0	0	Germany
Team America	1983	North American Soccer League	1	Arnie Mausser	G	12	0	0	0	USA
Team America	1983	North American Soccer League	2	Bruce Savage	D	30	1	3	5	USA
Team America	1983	North American Soccer League	3	Tony Bellinger	M	11	0	0	0	USA
Team America	1983	North American Soccer League	4	Jeff Durgan	D	27	0	2	2	USA
Team America	1983	North American Soccer League	5	Dan Canter	D	30	5	1	11	USA
Team America	1983	North American Soccer League	6	Alan Merrick	M	18	0	1	1	England/USA
Team America	1983	North American Soccer League	7	Perry Van Der Beck	M	28	1	3	5	USA
Team America	1983	North American Soccer League	8	Boris Bandov	D	21	0	4	4	Yugoslavia/USA
Team America	1983	North American Soccer League	9	Andrew Parkinson	F	28	7	3	17	South Africa/USA
Team America	1983	North American Soccer League	10	Rudy Glenn	D	25	2	1	5	USA
Team America	1983	North American Soccer League	11	Sonny Askew	M	14	0	3	3	USA
Team America	1983	North American Soccer League	12	Robbie Olson	M	1	0	0	0	USA
Team America	1983	North American Soccer League	13	Tony Crescitelli	F	23	0	0	0	Italy/USA
Team America	1983	North American Soccer League	14	Chico Borja	F	17	3	1	7	Ecuador/USA
Team America	1983	North American Soccer League	15	Mark Peterson	F	7	1	1	3	USA
Team America	1983	North American Soccer League	16	Pedro DeBrito	M	19	0	5	5	Portugal/USA
Team America	1983	North American Soccer League	17	Hayden Knight	D	16	2	1	5	Trinidad/USA
Team America	1983	North American Soccer League	18	Ringo Cantillo	M	13	0	2	2	Costa Rica/USA
Team America	1983	North American Soccer League	20	Greg Villa	F	6	2	0	4	USA
Team America	1983	North American Soccer League	28	Alan Green	F	20	5	2	12	England/USA
Team America	1983	North American Soccer League	99	Paul Hammond	G	18	0	0	0	England/USA
Team America	1983	North American Soccer League	 	John Hayes*	 	 	 	 	 	USA
Team Hawaii	1977	North American Soccer League	0	Jimmy Joerg	G	2	0	0	0	Switzerland/USA
Team Hawaii	1977	North American Soccer League	1	Peter Fox	G	25	0	0	0	England
Team Hawaii	1977	North American Soccer League	2	Chris Carenza	D	13	0	0	0	USA
Team Hawaii	1977	North American Soccer League	3	Ismael Moreira	D	6	0	0	0	Brazil
Team Hawaii	1977	North American Soccer League	3	Dave Stahl	D	1	0	0	0	USA
Team Hawaii	1977	North American Soccer League	4	Mark Stahl	D	15	0	0	0	USA
Team Hawaii	1977	North American Soccer League	5	Charlie Mitchell	D	23	0	1	1	Scotland
Team Hawaii	1977	North American Soccer League	6	Peter Nover	D	26	7	0	14	Germany
Team Hawaii	1977	North American Soccer League	7	Tommy Taylor	D	19	0	5	5	England
Team Hawaii	1977	North American Soccer League	8	Keith Coleman	D	17	0	5	5	England
Team Hawaii	1977	North American Soccer League	9	Jim Henry	M	24	5	5	15	Scotland
Team Hawaii	1977	North American Soccer League	10	Diamantino Costa	M	10	1	0	2	Portugal
Team Hawaii	1977	North American Soccer League	10	Keith Robson	M	11	4	3	11	England
Team Hawaii	1977	North American Soccer League	11	Chris Dangerfield	M	6	0	0	0	England
Team Hawaii	1977	North American Soccer League	11	Axel Neumann	D	11	0	1	1	Germany
Team Hawaii	1977	North American Soccer League	13	Ed Pitney	D	1	0	0	0	USA
Team Hawaii	1977	North American Soccer League	14	Victor Kodelja	F	23	4	3	11	Italy/Canada
Team Hawaii	1977	North American Soccer League	15	Dan Counce	F	22	2	1	5	USA
Team Hawaii	1977	North American Soccer League	16	Brian Tinnion	F	26	7	9	23	England
Team Hawaii	1977	North American Soccer League	17	Bert Bowery	F	10	1	1	3	St. Kitts
Team Hawaii	1977	North American Soccer League	18	Yilmaz Orhan	F	24	2	5	9	Cyprus
Team Hawaii	1977	North American Soccer League	19	Pat Holland	M	16	4	2	10	England
Team Hawaii	1977	North American Soccer League	20	P. Taylor	 	1	0	0	0	 
Team Hawaii	1977	North American Soccer League	20	Hilary Carlyle	F	12	3	1	7	Ireland
Team Hawaii	1977	North American Soccer League	21	Tim Hunter	D	 	 	 	0	Canada/USA
Toronto Blizzard	1979	North American Soccer League	1	David Henderson	G	7	0	0	0	Ireland
Toronto Blizzard	1979	North American Soccer League	1	Vasilios Konstantinou	G	0	0	0	0	Greece
Toronto Blizzard	1979	North American Soccer League	2	Peter Roe	D	28	3	3	9	England/Canada
Toronto Blizzard	1979	North American Soccer League	3	Charlie Mitchell	D	30	0	2	2	Scotland/USA
Toronto Blizzard	1979	North American Soccer League	4	Sam Lenarduzzi	D	6	0	0	0	Italy/Canada
Toronto Blizzard	1979	North American Soccer League	4	Alec Lindsay	D	4	0	0	0	England
Toronto Blizzard	1979	North American Soccer League	5	Willie McVie	D	25	0	1	1	Scotland
Toronto Blizzard	1979	North American Soccer League	6	Colin Franks	D	28	4	4	12	England
Toronto Blizzard	1979	North American Soccer League	7	Peter Lorimer	F	29	9	13	31	Scotland
Toronto Blizzard	1979	North American Soccer League	8	George Gibbs	M	30	6	8	20	England
Toronto Blizzard	1979	North American Soccer League	9	Brian Budd	F	5	1	0	2	Canada
Toronto Blizzard	1979	North American Soccer League	10	Cliff Calvert	M	28	8	6	22	England
Toronto Blizzard	1979	North American Soccer League	11	Ivair Ferreira	M	21	1	3	5	Brazil
Toronto Blizzard	1979	North American Soccer League	12	Jim Bone	F	25	3	16	22	Scotland
Toronto Blizzard	1979	North American Soccer League	12	Damian Ogunsuyi	F	2	0	0	0	Nigeria
Toronto Blizzard	1979	North American Soccer League	14	Alessandro Abbondanza	M	3	0	1	1	Italy/Canada
Toronto Blizzard	1979	North American Soccer League	14	Paul Roe	F	0	0	0	0	England/Canada
Toronto Blizzard	1979	North American Soccer League	15	Drew Busby	M	23	2	1	5	Soctland
Toronto Blizzard	1979	North American Soccer League	15	Robert Godoka	F	1	1	0	2	Zimbabwe
Toronto Blizzard	1979	North American Soccer League	15	Tito Jose Santos	F	0	0	0	0	Portugal
Toronto Blizzard	1979	North American Soccer League	16	Renard Moxam	F	0	0	0	0	Cayman Islands
Toronto Blizzard	1979	North American Soccer League	16	Robin Megraw	D	1	0	0	0	England/Canada
Toronto Blizzard	1979	North American Soccer League	17	Aldo D'Alfonso	F	1	0	0	0	Italy/Canada
Toronto Blizzard	1979	North American Soccer League	18	John MacKay	D	3	0	0	0	Scotland
Toronto Blizzard	1979	North American Soccer League	20	John Stravropoulos	D	0	0	0	0	Greece/Canada
Toronto Blizzard	1979	North American Soccer League	20	Rob Prentice	M	5	0	0	0	Scotland
Toronto Blizzard	1979	North American Soccer League	21	Ivan Lukacevic	F	20	12	7	31	Yugoslavia
Toronto Blizzard	1979	North American Soccer League	21	Marinho	F	3	0	0	0	Portugal
Toronto Blizzard	1979	North American Soccer League	21	Paulo Mata	F	3	1	0	2	Brazil
Toronto Blizzard	1979	North American Soccer League	22	Blagoje Tamindzic	G	23	0	0	0	Yugoslavia
Toronto Blizzard	1979	North American Soccer League	23	Graham Hatley	F	0	0	0	0	Scotland/Canada
Toronto Blizzard	1979	North American Soccer League	23	Dan Counce	F	8	0	1	1	USA
Toronto Blizzard	1979	North American Soccer League	24	Lou Nagy	F	0	0	0	0	Canada
Toronto Blizzard	1979	North American Soccer League	25	Oscar Albuquerque	M	0	0	0	0	Canada
Toronto Blizzard	1979	North American Soccer League	26	Gordon Miller	D	0	0	0	0	Canada
Toronto Blizzard	1979	North American Soccer League	27	Mark Peckham	D	0	0	0	0	Canada
Toronto Blizzard	1979	North American Soccer League	 	Maio Silva Mateus	F	3	 	 	0	 
Toronto Blizzard	1979	North American Soccer League	 	Mario Silva	F	1	 	 	0	 
Toronto Blizzard	1980	North American Soccer League	1	Tony Chursky	G	26	0	0	0	Canada
Toronto Blizzard	1980	North American Soccer League	2	Peter Roe	D	1	0	0	0	England/Canada
Toronto Blizzard	1980	North American Soccer League	4	Sam Lenarduzzi	D	21	0	0	0	Italy/Canada
Toronto Blizzard	1980	North American Soccer League	5	Willie McVie	D	3	0	0	0	Scotland
Toronto Blizzard	1980	North American Soccer League	6	Colin Franks	D	28	3	4	10	England
Toronto Blizzard	1980	North American Soccer League	7	Peter Lorimer	M	18	2	5	9	Scotland
Toronto Blizzard	1980	North American Soccer League	8	George Gibbs	M	23	2	0	4	England
Toronto Blizzard	1980	North American Soccer League	9	Brian Budd	M	 	 	 	0	Canada
Toronto Blizzard	1980	North American Soccer League	10	Cliff Calvert	M/F	32	2	6	10	England
Toronto Blizzard	1980	North American Soccer League	11	Jomo Sono	M/F	31	14	7	35	South Africa
Toronto Blizzard	1980	North American Soccer League	12	Jim Bone	F	25	4	5	13	Scotland
Toronto Blizzard	1980	North American Soccer League	14	Gordon Sweetzer	F	22	5	8	18	Canada
Toronto Blizzard	1980	North American Soccer League	15	Drew Busby	M	28	6	6	18	Scotland
Toronto Blizzard	1980	North American Soccer League	16	Randy Ragan	M	11	0	2	2	Canada
Toronto Blizzard	1980	North American Soccer League	17	Jim McAlister	D	8	0	0	0	USA
Toronto Blizzard	1980	North American Soccer League	18	Nick Albanis	D	1	0	0	0	Greece/Canada
Toronto Blizzard	1980	North American Soccer League	19	Graham Hatley	F	3	0	1	1	Scotland/Canada
Toronto Blizzard	1980	North American Soccer League	20	Rob Prentice	F	24	0	8	8	Scotland
Toronto Blizzard	1980	North American Soccer League	21	Ivan Lukacevic	F	25	5	6	16	Yugoslavia
Toronto Blizzard	1980	North American Soccer League	22	Blagoje Tamindzic	G	7	0	0	0	Yugoslavia/Canada
Toronto Blizzard	1980	North American Soccer League	23	Mike McLenaghen	D	29	0	6	6	Canada
Toronto Blizzard	1980	North American Soccer League	24	Francesco Morini	D	22	0	0	0	Italy
Toronto Blizzard	1980	North American Soccer League	26	Jose Velasquez	M	11	2	2	6	Peru
Toronto Blizzard	1980	North American Soccer League	27	Gordon Wallace	M	6	0	0	0	Scotland/Canada
Toronto Blizzard	1981	North American Soccer League	1	Tony Chursky	G	28	0	0	0	Canada
Toronto Blizzard	1981	North American Soccer League	2	Bruce Wilson	D	30	0	4	4	Canada
Toronto Blizzard	1981	North American Soccer League	4	Sam Lenarduzzi	D	28	0	3	3	Italy/Canada
Toronto Blizzard	1981	North American Soccer League	5	Jimmy Kelly	M	7	0	1	1	England
Toronto Blizzard	1981	North American Soccer League	5	Gungor Tekin	D	15	2	1	5	Turkey
Toronto Blizzard	1981	North American Soccer League	6	Colin Franks	D	31	1	1	3	England
Toronto Blizzard	1981	North American Soccer League	7	Tore Cervin	F	10	2	1	5	Sweden
Toronto Blizzard	1981	North American Soccer League	8,9	Jimmy Greenhoff	F	24	6	4	16	England
Toronto Blizzard	1981	North American Soccer League	9	Alex Cropley	M	15	2	5	9	Scotland
Toronto Blizzard	1981	North American Soccer League	10	Cliff Calvert	M	7	0	1	1	England
Toronto Blizzard	1981	North American Soccer League	10	Tibor Gemeri	M	9	2	0	4	Yugoslavia/Canada
Toronto Blizzard	1981	North American Soccer League	11	Jomo Sono	M	21	8	6	22	South Africa
Toronto Blizzard	1981	North American Soccer League	12	Malcolm Robertson	F	19	2	4	8	Scotland
Toronto Blizzard	1981	North American Soccer League	14	Gordon Sweetzer	F	19	4	1	9	Canada
Toronto Blizzard	1981	North American Soccer League	15	Luigi Martini	D	14	0	3	3	Italy
Toronto Blizzard	1981	North American Soccer League	16	Randy Ragan	M	22	1	1	3	Canada
Toronto Blizzard	1981	North American Soccer League	9,17	Clyde Best	F	19	1	4	6	Bermuda
Toronto Blizzard	1981	North American Soccer League	18	Nick Albanis	D	0	0	0	0	Greece/Canada
Toronto Blizzard	1981	North American Soccer League	18	Duncan Davidson	F	12	2	2	6	Scotland
Toronto Blizzard	1981	North American Soccer League	19	Graham Hatley	M	21	0	1	1	Scotland/Canada
Toronto Blizzard	1981	North American Soccer League	20	Rob Prentice	F	0	0	0	0	Scotland 
Toronto Blizzard	1981	North American Soccer League	21	Gianpaolo Boniperti	M	18	1	1	3	Italy
Toronto Blizzard	1981	North American Soccer League	22	Blagoje Tamindzic	G	4	0	0	0	Yugoslavia/Canada
Toronto Blizzard	1981	North American Soccer League	23	Mike McLenaghen	M/D	0	0	0	0	Canada
Toronto Blizzard	1981	North American Soccer League	24	Julius Sono	M	11	1	0	2	South Africa
Toronto Blizzard	1981	North American Soccer League	25	John Contanas	F	0	0	0	0	 Canada
Toronto Blizzard	1981	North American Soccer League	26	Jose Velasquez	M	17	0	6	6	Peru
Toronto Blizzard	1981	North American Soccer League	27	Gordon Wallace	M	6	1	0	2	Scotland/Canada
Toronto Blizzard	1981	North American Soccer League	28	David McQueen	M	5	0	0	0	England/Canada
Toronto Blizzard	1982	North American Soccer League	0	Jan Moller	G	30	0	2	2	Sweden
Toronto Blizzard	1982	North American Soccer League	1	Tony Chursky	G	2	0	0	0	Canada
Toronto Blizzard	1982	North American Soccer League	2	Bruce Wilson	D	25	0	5	5	Canada
Toronto Blizzard	1982	North American Soccer League	4	Sam Lenarduzzi	D	9	1	0	2	Italy/Canada
Toronto Blizzard	1982	North American Soccer League	5	Jimmy Nicholl	M	16	3	3	9	Canada/N. Ireland
Toronto Blizzard	1982	North American Soccer League	6	Colin Franks	D	16	2	0	4	England
Toronto Blizzard	1982	North American Soccer League	6	Neill Roberts	F	15	12	5	29	South Africa
Toronto Blizzard	1982	North American Soccer League	7	Victor Kodelja	D	31	1	6	8	Italy/Canada
Toronto Blizzard	1982	North American Soccer League	8	Ace Ntsoelengoe	M	32	14	12	40	South Africa
Toronto Blizzard	1982	North American Soccer League	9	David Woodsford	 	0	0	0	0	Canada
Toronto Blizzard	1982	North American Soccer League	10	Cliff Calvert	D	28	3	7	13	England
Toronto Blizzard	1982	North American Soccer League	11	Jomo Sono	M	5	0	3	3	South Africa
Toronto Blizzard	1982	North American Soccer League	12	Pasquale DeLuca	M	4	0	0	0	Canada
Toronto Blizzard	1982	North American Soccer League	14	Frank Ciacca	M	0	0	0	0	Canada
Toronto Blizzard	1982	North American Soccer League	16	Randy Ragan	D	31	0	1	1	Canada
Toronto Blizzard	1982	North American Soccer League	17	Clyde Best	F	3	1	1	3	Bermuda
Toronto Blizzard	1982	North American Soccer League	18	Duncan Davidson	F	9	2	3	7	Scotland
Toronto Blizzard	1982	North American Soccer League	19	David Byrne	F	32	8	23	39	England
Toronto Blizzard	1982	North American Soccer League	20	David Fairclough	F	20	4	8	16	England
Toronto Blizzard	1982	North American Soccer League	21	Juan Carlos Molina	M	21	6	5	17	Argentina
Toronto Blizzard	1982	North American Soccer League	22	Blagoje Tamindzic	G	0	0	0	0	Yugoslavia/Canada 
Toronto Blizzard	1982	North American Soccer League	23	Alan Merrick	M/D	30	5	6	16	England/USA
Toronto Blizzard	1982	North American Soccer League	24	Colin Miller	M	2	0	0	0	Scotland/Canada
Toronto Blizzard	1982	North American Soccer League	26	David Needham	D	12	1	0	2	England
Toronto Blizzard	1982	North American Soccer League	28	David McQueen	M	4	0	0	0	England/Canada
Toronto Blizzard	1982	North American Soccer League	30	Gary Kraft	G	 	0	0	0	USA
Toronto Blizzard	1983	North American Soccer League	0	Sven Habermann	G	4	0	0	0	Germany/Canada
Toronto Blizzard	1983	North American Soccer League	1	Jan Moller	G	25	0	0	0	Sweden
Toronto Blizzard	1983	North American Soccer League	2	Bruce Wilson	D	28	2	8	12	Canada
Toronto Blizzard	1983	North American Soccer League	4	Conny Karlsson	D	30	0	0	0	Sweden
Toronto Blizzard	1983	North American Soccer League	5	Jimmy Nicholl	M	28	7	6	20	Canada/N. Ireland
Toronto Blizzard	1983	North American Soccer League	6	Neill Roberts	F	29	8	8	24	South Africa
Toronto Blizzard	1983	North American Soccer League	7	Victor Kodelja	D	28	1	1	3	Italy/Canada
Toronto Blizzard	1983	North American Soccer League	8	Ace Ntsoelengoe	M	6	1	3	5	South Africa
Toronto Blizzard	1983	North American Soccer League	9	Arno Steffenhagen	M	14	0	7	7	Germany
Toronto Blizzard	1983	North American Soccer League	10	Cliff Calvert	M	21	4	3	11	England
Toronto Blizzard	1983	North American Soccer League	11	Roberto Bettega	F	16	2	8	12	Italy
Toronto Blizzard	1983	North American Soccer League	12	Pasquale DeLuca	M	29	3	4	10	Canada
Toronto Blizzard	1983	North American Soccer League	14	Geoff Wegerle	F	13	2	1	5	South Africa
Toronto Blizzard	1983	North American Soccer League	15	Paul James	M	1	0	0	0	Wales/Canada
Toronto Blizzard	1983	North American Soccer League	16	Randy Ragan	M	29	3	1	7	Canada
Toronto Blizzard	1983	North American Soccer League	17	Derek Spalding	D	24	0	1	1	Scotland/USA
Toronto Blizzard	1983	North American Soccer League	18	Cosimo Commisso	F	0	0	0	0	Candad
Toronto Blizzard	1983	North American Soccer League	19	David Byrne	F	29	13	18	44	England
Toronto Blizzard	1983	North American Soccer League	20	Charlie Falzon	M	2	0	1	1	Canada
Toronto Blizzard	1983	North American Soccer League	21	Trevor McCallum	D	1	0	0	0	England/Canada
Toronto Blizzard	1983	North American Soccer League	22	Phil Parkes	G	1	0	0	0	England
Toronto Blizzard	1983	North American Soccer League	24	Colin Miller	M	10	2	2	6	Scotland/Canada
Toronto Blizzard	1983	North American Soccer League	25	Frank Anagnostopolous	M	 	 	 	 	Canada
Toronto Blizzard	1984	North American Soccer League	0	Sven Habermann	G	3	0	0	0	Germany/Canada
Toronto Blizzard	1984	North American Soccer League	1	Paul Hammond	G	21	0	0	0	England/USA
Toronto Blizzard	1984	North American Soccer League	2	Bruce Wilson	D	23	1	2	4	Canada
Toronto Blizzard	1984	North American Soccer League	4	Conny Karlsson	D	24	0	2	2	Sweden
Toronto Blizzard	1984	North American Soccer League	5	Jimmy Nicholl	M	21	1	5	7	Canada/N. Ireland
Toronto Blizzard	1984	North American Soccer League	8	Ace Ntsoelengoe	M	21	8	8	24	South Africa
Toronto Blizzard	1984	North American Soccer League	9	John Paskin	F	15	9	5	23	South Africa
Toronto Blizzard	1984	North American Soccer League	10	Cliff Calvert	D	16	1	3	5	England/Canada
Toronto Blizzard	1984	North American Soccer League	10	Randy Ragan	M	24	2	5	9	Canada
Toronto Blizzard	1984	North American Soccer League	11	Roberto Bettega	F	23	8	13	29	Italy
Toronto Blizzard	1984	North American Soccer League	12	Pasquale DeLuca	M	20	0	5	5	Canada
Toronto Blizzard	1984	North American Soccer League	14	Geoff Wegerle	F	 	 	 	 	South Africa
Toronto Blizzard	1984	North American Soccer League	15	Paul James	M	20	1	2	4	Wales/Canada
Toronto Blizzard	1984	North American Soccer League	17	Derek Spalding	D	10	0	0	0	Scotland/USA
Toronto Blizzard	1984	North American Soccer League	19	David Byrne	F	20	12	13	37	England
Toronto Blizzard	1984	North American Soccer League	20	Charlie Falzon	M	8	1	1	3	Canada
Toronto Blizzard	1984	North American Soccer League	21	Trevor McCallum	D	5	0	1	1	England/Canada
Toronto Blizzard	1984	North American Soccer League	24	Colin Miller	D	11	0	0	0	Scotland/Canada
Toronto Blizzard	1980-1981	North American Soccer League (indoor)	0	Dale Baxter	G	 	 	 	 	Canada
