team	year	number	name	position	games_played	points	minutes	goals	assists	shots	fouls
Central Florida Kraze	2007	7	Wolfe, Tanner C.	M/M	15	1061	4	3	11	17	6
Central Florida Kraze	2007	21	Raad, Sergei	M/M	11	825	4	2	10	10	8
Central Florida Kraze	2007	2	Cook, Justin R.	F/F	9	519	3	3	9	12	2
Central Florida Kraze	2007	19	Millar, Josiah	M/M	11	925	3	6	12	17	22
Central Florida Kraze	2007	6	Herbert, Noah C.	D/D	13	1080	3	2	8	8	11
Central Florida Kraze	2007	17	Barber, Sasha	M/M	14	897	4	3	11	20	18
Central Florida Kraze	2007	--	Delgado, Xavier A.	M/M	5	319	1	3	5	4	4
Central Florida Kraze	2007	24	Chin, Dennis F.	F/F	13	407	1	2	4	13	2
Central Florida Kraze	2007	8	Steed, Sean P.	M/M	8	444				4	3
Central Florida Kraze	2007	16	Mroczkowski, Nicholas (Ski)	D/D	6	386	1		2	3	1
Central Florida Kraze	2007	--	DeFreitas, Akil R.	F/M	3	220	1		2	9	7
Central Florida Kraze	2007	12	Fadida, Daniel	M/M	10	212	1		2	4	2
Central Florida Kraze	2007	14	Santiago, Anthony L.	D/D	13	1129				1	8
Central Florida Kraze	2007	25	Bender, Travis	D/D	12	1005				1	15
Central Florida Kraze	2007	4	Sheard, Carl G.	M/M	9	606				3	7
Central Florida Kraze	2007	3	Reyes, Juan (JP)	D/D	15	661				1	7
Central Florida Kraze	2007	5	Clifford, Jack J.	D/D	9	474				1	4
Central Florida Kraze	2007	11	McCarty, Mark (Dustin)	M/M	10	493				4	4
Central Florida Kraze	2007	18	Berkia, Abderrazak (Abdul)	M/M	6	485				7	15
Central Florida Kraze	2007	9	Raad, Kris A.	M/M	7	210				2	
Central Florida Kraze	2007	13	Jackson, Jonathan (J.J.)	M/M	4	124				3	
Central Florida Kraze	2007	--	Ducker, Andrew L.	M/M	5	108				4	
Central Florida Kraze	2007	--	Windsor, Wesley	M/M	2	65					
Central Florida Kraze	2007	26	Ruiz, Mauricio B.	D/D	2	19					2
Central Florida Kraze	2007	--	Boracic, Berin (Bora)	F/F	1	12				2	
Central Florida Kraze	2007	15	Intermoia, Nolan A.	D/D	6	114				3	1
Central Florida Kraze	2007	10	Yoffe, Joseph D.	F/F	3	134		1	1	4	1
Central Florida Kraze	2007	--	Pascioni, Kyle A.	D/D	1	5					1
Atlanta Silverbacks U23's	2007	9	Bell, David		11	834	4	4	12	9	5
Atlanta Silverbacks U23's	2007	1	Bendik, Joe T	GK	1	90					
Atlanta Silverbacks U23's	2007	13	Buchholz, Mark		9	765	3	2	8	12	1
Atlanta Silverbacks U23's	2007		Carvalho, Filipe	GK							
Atlanta Silverbacks U23's	2007	16	Collier, Bryan		7	425					3
Atlanta Silverbacks U23's	2007	2	Collier, Jonathan		6	344	1		2	1	4
Atlanta Silverbacks U23's	2007	33	Cox, Jeffrey		7	180				1	3
Atlanta Silverbacks U23's	2007	22	Cox, Jon		15	872	5	1	11	28	14
Atlanta Silverbacks U23's	2007	6	Davis, Jordan		16	1423	2		4	6	18
Atlanta Silverbacks U23's	2007	5	DeVito, Greg		13	916		1	1	2	10
Atlanta Silverbacks U23's	2007	10	DeVito, Joe		14	684	1	1	3	13	5
Atlanta Silverbacks U23's	2007	7	Dix, Kenny		15	999	1		2	4	12
Atlanta Silverbacks U23's	2007	12	Griffin, Drew R	F	10	199	1	3	5	3	6
Atlanta Silverbacks U23's	2007	19	Jones, Timothy		4	315	1	1	3	1	1
Atlanta Silverbacks U23's	2007	21	Leathers, Jonathan		13	1170		1	1	1	6
Atlanta Silverbacks U23's	2007	8	Mahaffey, Christopher (Chris)	F	7	206	1		2	4	
Atlanta Silverbacks U23's	2007	16	Mitrovich, Patrick		13	1170					1
Atlanta Silverbacks U23's	2007	3	Murray, Patrick		13	1140		4	4	6	11
Atlanta Silverbacks U23's	2007	4	Nagy, Tobias		1	30					
Atlanta Silverbacks U23's	2007	24	Newton, David	D	1	29					
Atlanta Silverbacks U23's	2007	0	Papadakis, Justin		1	90					
Atlanta Silverbacks U23's	2007	15	Parrish, Edward (Tate)		15	1258	2		4	18	9
Atlanta Silverbacks U23's	2007	11	Roushandel, Ryan		15	1253	8	3	19	29	15
Atlanta Silverbacks U23's	2007	17	Scannella, Jeff		14	1077	1	1	3	11	17
Atlanta Silverbacks U23's	2007	18	Warendh, Linus		4	167	1		2		1
Atlanta Silverbacks U23's	2007	1	del Forn, Geoffrey	GK	1	90					
Bradenton Academics	2007	2	Alden-Dunn, Miles		3	225					1
Bradenton Academics	2007	16	Alexander, Michael		5	374					2
Bradenton Academics	2007	8	Ampaipitakwong, Anthony	M	9	644	1	5	7	9	3
Bradenton Academics	2007	15	Anderson, Theodore		6	139				1	
Bradenton Academics	2007	15	Benito, Keeron		6	461	1		2	7	
Bradenton Academics	2007	9	Boggs, Zak	F	13	1136	11	6	28	36	9
Bradenton Academics	2007	10	Caiaffa, Alejandro		3	199				2	5
Bradenton Academics	2007	23	Calligaris, Billy		3	180	1		2	1	
Bradenton Academics	2007	5	Cartee, Edward		3	102		1	1	1	1
Bradenton Academics	2007	6	Chavez, Juan (Junior)		10	712		1	1	3	10
Bradenton Academics	2007	11	Choi, Daniel		4	185				3	4
Bradenton Academics	2007	12	Collings, Isaac		1	15					
Bradenton Academics	2007	3	DeLoach, Jacob		8	373		1	1	1	1
Bradenton Academics	2007	7	Dorton, Hunter	D	5	159				2	2
Bradenton Academics	2007	5	Gavin, Blair		10	727	2	2	6	22	14
Bradenton Academics	2007	5	Gavin, Michael		14	1229				9	17
Bradenton Academics	2007	17	Hall, Happy		4	293				1	5
Bradenton Academics	2007	19	Knight, Wesley		9	456				2	2
Bradenton Academics	2007	2	Krysiak, Andrew		6	192	1	1	3	5	2
Bradenton Academics	2007	19	Manuel, Laurent		3	180					2
Bradenton Academics	2007	14	Massey, Mickey		9	810	1		2	1	6
Bradenton Academics	2007	16	McCabe, Mark		1	62					1
Bradenton Academics	2007	17	McKenney, Devon		9	696	1	1	3	1	10
Bradenton Academics	2007	13	Merchant, Joshua		10	553				5	3
Bradenton Academics	2007	20	Milien, Pascal		13	1080	7	4	18	51	9
Bradenton Academics	2007	23	Moreira, Pablo		11	617	4		8	10	5
Bradenton Academics	2007	25	Morsink, Kyle		4	269	1	1	3	6	2
Bradenton Academics	2007	12	Munson, David		12	521				2	8
Bradenton Academics	2007	5	Paez-Jimenez, Enrique		1	20					1
Bradenton Academics	2007	21	Pineros, Alexander		2	71					2
Bradenton Academics	2007	10	Reiter, Charles		9	260	2	1	5	5	5
Bradenton Academics	2007	1	Restrepo, Diego		11	916					1
Bradenton Academics	2007	18	Rivera, Janny		4	173				1	9
Bradenton Academics	2007	0	Sangeloty, Matthew		5	434					
Bradenton Academics	2007	8	Wright, Leland		4	116		1	1		
Cary Railhawks U23's	2007	6	Ackley, Brian	F	4	274				4	
Cary Railhawks U23's	2007	11	Barnes, Darrius A	D	12	1080	1	1	3	7	8
Cary Railhawks U23's	2007	5	Brown, Evan M	D/M	13	1099	1	1	3	8	16
Cary Railhawks U23's	2007	3	Callahan, Michael		12	954	2		4	15	10
Cary Railhawks U23's	2007	19	Charowski, Tomasz		3	101	1		2	5	5
Cary Railhawks U23's	2007	9	DiLaudo, Ernesto J	M	10	470				8	5
Cary Railhawks U23's	2007	4	Favitta, Jeffrey		4	360				3	8
Cary Railhawks U23's	2007	12	Germanese, Joseph D	M	15	1020	2	4	8	14	9
Cary Railhawks U23's	2007	19	Haggerty, Brooks T	GK							
Cary Railhawks U23's	2007	6	Hudgins, Kirk	M	3	115					1
Cary Railhawks U23's	2007	8	Johnson, Ryan B	M	12	532	1		2	19	5
Cary Railhawks U23's	2007	4	Lewis, Garry L	M	9	779	1		2	9	13
Cary Railhawks U23's	2007	17	Lugger, Corey	M	12	357	1	1	3	5	3
Cary Railhawks U23's	2007		Peralta Ramos, Alberto		1	6					
Cary Railhawks U23's	2007	14	Pessina, Paul J	D	9	459					4
Cary Railhawks U23's	2007	16	Sassano, Sean	M	15	952	4	2	10	9	14
Cary Railhawks U23's	2007	7	Schilawski, Zack J	F	12	881	5	2	12	26	9
Cary Railhawks U23's	2007	15	Sherard, Andre	D	15	1350					8
Cary Railhawks U23's	2007	17	Stevenson, Kevin		3	225				1	1
Cary Railhawks U23's	2007	10	Videira, Michael J.	M	9	760	1	1	3	15	14
Cary Railhawks U23's	2007	0	Walters, Gregory	GK	5	359					
Cary Railhawks U23's	2007	13	Walters, Michael L	D	15	1294	2		4	8	17
Cary Railhawks U23's	2007	2	Weant, Aaron	GK	13	991					1
Cary Railhawks U23's	2007	18	Weiss, Nate S	M	10	304				4	2
Cary Railhawks U23's	2007		Wyatt, Justin	F							
Palm Beach Pumas	2007	16	Alexandre, Jean M.		10	767	1		2	17	14
Palm Beach Pumas	2007	17	Baker, Brion C.		5	245				2	4
Palm Beach Pumas	2007	3	Barnard, Chris D.		10	728	5		10	2	2
Palm Beach Pumas	2007	4	Bernal, Carlos		5	275				1	8
Palm Beach Pumas	2007	29	Coleman, Levi M.		9	436	1		2	10	4
Palm Beach Pumas	2007	6	Deer, Ainsley		10	787		3	3	5	7
Palm Beach Pumas	2007	20	Franca, Mario		7	446		1	1	3	1
Palm Beach Pumas	2007	7	Garrambone, Derek Wilson		3	206				3	1
Palm Beach Pumas	2007	0	Gorski, Ryszard		4	360					
Palm Beach Pumas	2007	11	Holstein, Robert		8	694	1	2	4	5	4
Palm Beach Pumas	2007	12	Kelly, Jordan D.		8	408				1	8
Palm Beach Pumas	2007	13	Majek, Tommy		9	688				2	9
Palm Beach Pumas	2007	7	McRae, Timothy		7	596	6		12	16	2
Palm Beach Pumas	2007	2	Nicholas, Collin R.		9	498				2	1
Palm Beach Pumas	2007	18	Parker, Adam		6	466				2	6
Palm Beach Pumas	2007	8	Rose, Jared		7	364				1	7
Palm Beach Pumas	2007	10	Sharpe, Josh		8	542	2		4	5	9
Palm Beach Pumas	2007	5	Waldorf, Aaron		9	458					5
Palm Beach Pumas	2007	7	Ward, Ben		7	428	1		2	4	6
Palm Beach Pumas	2007	17	Williams, Carron		9	612	1	2	4	8	9
Palm Beach Pumas	2007	4	Yasur, Dor (Yoram)		9	663		1	1		8
Palm Beach Pumas	2007	8	Zion, Michael		9	388				2	3
Nashville Metros	2007	14	Abouzar, Babak	D	1	27					
Nashville Metros	2007	12	Ahern, Patrick	D/M	9	465		1	1	4	6
Nashville Metros	2007	6	Askey, Richard	M/F	3	154				1	
Nashville Metros	2007	11	Ayres, Jay	D	13	1112				7	13
Nashville Metros	2007	18	Bolt, Michael	F	1	26					
Nashville Metros	2007	7	Boynton, Jeff	D	16	904		1	1	8	8
Nashville Metros	2007	29	Bristol, Jason	D	10	657	1		2	6	9
Nashville Metros	2007	5	DaSilva, Miguel	F	1	28		1	1		
Nashville Metros	2007	15	Dawes, Dustin	D	9	673				1	2
Nashville Metros	2007	4	DeVall, Danny	M/D	7	478				4	9
Nashville Metros	2007	9	Eaton, Cyrus	M	3	71				1	2
Nashville Metros	2007	19	Glover, Fynn	M	15	1332		1	1	11	25
Nashville Metros	2007	1	Goergen, Jacob	GK							
Nashville Metros	2007	9	Gonzalez, Eddie	F	1	18					2
Nashville Metros	2007	0	Hale, William	GK	3	270					
Nashville Metros	2007	21	Kelly, Daniel	M	3	250				2	1
Nashville Metros	2007	8	Lara, Kezi	M	3	105					3
Nashville Metros	2007	20	Lorenz, Alejandro	F/M	8	401	2	1	5	11	6
Nashville Metros	2007	14	Lowder, Bryan	F	12	740	1		2	17	9
Nashville Metros	2007	24	McCallum, Thomas	D/M	13	1170		1	1	3	8
Nashville Metros	2007	4	McDonald, Ryan	M	8	370		1	1	1	3
Nashville Metros	2007	25	Oropeza, Natanael	F	7	332	2		4	17	8
Nashville Metros	2007	1	Pantazelos, Josh	GK	1	90					
Nashville Metros	2007	10	Photivihok, Mark	M	15	1020	2	1	5	26	4
Nashville Metros	2007	27	Roelke, Kyle	GK	12	1080					
Nashville Metros	2007	23	Seilbea, Fritz	M	13	397	1		2	9	4
Nashville Metros	2007	26	Smith, Karter	M/F	9	612				5	16
Nashville Metros	2007	16	Stewart, Jonah	F	14	542				2	2
Nashville Metros	2007	25	Stewart, Joshua	M	4	26				1	1
Nashville Metros	2007	17	Susewind, Eric	M/F	16	1219	2		4	15	19
Nashville Metros	2007	13	Vooys, Xander	D	13	1094				3	4
Nashville Metros	2007	14	Williams, Terrance	M	3	157				3	3
Cocoa Expos	2007	5	Alexander, Phillip	M	12	707				2	2
Cocoa Expos	2007	8	Baez, Michael		1	34				1	
Cocoa Expos	2007	8	Bierman, Charles	M	7	324				2	2
Cocoa Expos	2007	20	Cermak, Matt	D	14	1041				5	6
Cocoa Expos	2007	4	Chisholm, Joel		2	99					4
Cocoa Expos	2007	7	Clarke, Desmond		11	596				9	3
Cocoa Expos	2007	3	Conigliaro, Salvatore	D	14	1260				1	16
Cocoa Expos	2007	22	Dorthalina, Ricardo	M/D	2	78					3
Cocoa Expos	2007	21	Gascon, Ivan		11	522				1	7
Cocoa Expos	2007	15	Hagerty, Ryan	M	3	245					1
Cocoa Expos	2007	10	Illiassou, Bello		4	183				1	6
Cocoa Expos	2007	15	James, Frankie		6	296				3	4
Cocoa Expos	2007	17	John, Tyson		8	577				7	6
Cocoa Expos	2007	1	Kryger, James	GK	3	270				1	
Cocoa Expos	2007	4	Linton, Logan	D	8	437					1
Cocoa Expos	2007	21	Loyd, Eric	D	13	1108				1	7
Cocoa Expos	2007	13	Lundy, Brian	M	5	390	1		2	6	
Cocoa Expos	2007	22	Maciejka, Thomas	M	3	140				1	2
Cocoa Expos	2007	2	Moayer, Ardy	D	10	588		1	1	3	4
Cocoa Expos	2007	17	Monje, Daniel		7	323				2	
Cocoa Expos	2007	6	Pinnick, Chad		2	110				2	
Cocoa Expos	2007	18	Ramadan, Omar		2	49				1	
Cocoa Expos	2007	11	Rasek, Nicolas		1	75					
Cocoa Expos	2007	4	Rice, Devin	D	1	19					
Cocoa Expos	2007	17	Rowley, Jon	M	3	117				1	2
Cocoa Expos	2007	16	Scherer, Nick	D	12	1016				1	5
Cocoa Expos	2007	1	Smith, Matt	GK	3	270					
Cocoa Expos	2007	6	Smith, Stokes		1	45					
Cocoa Expos	2007	14	Suffrin, Amilus		6	292				3	2
Cocoa Expos	2007	11	Utley, Jason		2	82					
Cocoa Expos	2007	8	Villaran, Carlos		3	95				1	
Cocoa Expos	2007	18	Williams, Michael		12	792				7	5
Cocoa Expos	2007	15	Zachary, Steven		5	301					2
BYU Cougars	2007	3	Bassett, Conner		3	30				1	
BYU Cougars	2007	24	Bindrup, James		12	774				4	26
BYU Cougars	2007	12	Bindrup, Richard		16	1404	2	2	6	3	20
BYU Cougars	2007	20	Cavanaugh, Jacob		15	895	3	4	10	35	13
BYU Cougars	2007	14	Christenson, Clay		11	748				2	6
BYU Cougars	2007	13	Clark, David		15	982	1	2	4	15	9
BYU Cougars	2007	11	Clark, Douglas		6	164	2	2	6	3	2
BYU Cougars	2007	9	De Francis, Zachary		11	675	6	2	14	11	14
BYU Cougars	2007	4	Dupaix, Zacharias		2	55				1	1
BYU Cougars	2007	19	Fellows, Steven		15	449	5	2	12	20	10
BYU Cougars	2007	0	Gilliam, Brandon		10	892					
BYU Cougars	2007	8	Gilliam, Sean Morgan		7	536	1	1	3	6	6
BYU Cougars	2007	2	Graham, Curtis		13	891	1		2	11	12
BYU Cougars	2007	8	Graham, Dustin	M							
BYU Cougars	2007	22	Magleby, Steve		11	662		1	1	6	14
BYU Cougars	2007	17	McKinley, Daniel		10	254	3		6	4	
BYU Cougars	2007	7	Miller, Tyson		14	724	5	1	11	19	10
BYU Cougars	2007	23	Niccoli, Antonio		12	344	2	2	6	7	4
BYU Cougars	2007	6	Norton, Justin		15	624		3	3	2	3
BYU Cougars	2007	18	Osborne, Britton		12	380	1	1	3	9	5
BYU Cougars	2007	10	Trejo, Brock		12	1069	4	1	9	21	19
BYU Cougars	2007	0	Vaca, Javier		1	2				1	
BYU Cougars	2007	16	Van Wagenen, Andrew (Isaac)		15	1144				2	22
BYU Cougars	2007	5	Van Wagenen, Hugh		16	1440		1	1	7	19
BYU Cougars	2007	1	Walunas, Benjamin		7	548					
Tacoma Tide	2007	10	Agu, Rory	F/M	16	1121	7	2	16	32	11
Tacoma Tide	2007	13	Cochran, Taylor	D	10	592				1	6
Tacoma Tide	2007	25	Cox, Raphael	M	4	301	1	1	3	3	5
Tacoma Tide	2007	3	David, Machael	M	6	483	2	2	6	11	6
Tacoma Tide	2007	15	Fishbaugher, John	M	15	1201	1		2	9	10
Tacoma Tide	2007	20	Gray, Daniel	M	2	18					1
Tacoma Tide	2007	24	Grey, Timothy	M/D	8	610				2	10
Tacoma Tide	2007	11	Hand, Scott	F/D	11	327	2	1	5	2	4
Tacoma Tide	2007	7	Hoss, Taylor	D	10	899	1	1	3	6	2
Tacoma Tide	2007	23	Im, Cheyoon	D/M	2	63					2
Tacoma Tide	2007	1	Jennings, Jordan	GK	10	900					
Tacoma Tide	2007	5	Knapp, Brayton	M	13	1012				9	7
Tacoma Tide	2007	14	Kwesele, Mutanda	M/F	6	76	1		2	1	
Tacoma Tide	2007	2	Lee, Mark	D	15	1300					6
Tacoma Tide	2007	20	Luvert, Emmanuel	F/M	5	93					2
Tacoma Tide	2007	12	Macaluso, Beau	F	11	461	3		6	6	3
Tacoma Tide	2007	19	Mohn, Stephen	D/M	14	1084				14	8
Tacoma Tide	2007	6	Norwood, Joshua	D/F	2	50				1	
Tacoma Tide	2007	9	O'Brien, Ciaran	M	15	1267	7	5	19	41	10
Tacoma Tide	2007	16	Orozco, Ruben	M	11	802		1	1	8	11
Tacoma Tide	2007	18	Prichard, Daniel	GK	6	540					
Tacoma Tide	2007	8	Reha, John	M	3	130		1	1	3	1
Tacoma Tide	2007	21	Schomaker, Spencer	F	12	981	6		12	29	8
Tacoma Tide	2007	17	Tangen, Stefan	D	7	294		1	1	1	2
Tacoma Tide	2007	4	Tangney, Chase	M/F	11	936	4	1	9	11	6
Tacoma Tide	2007	22	Valentine, Cameron	M	3	207					
Abbotsford Mariners	2007	10	Aziz, Mohammad (Mo)	M/F	15	1223		4	4	14	31
Abbotsford Mariners	2007	14	Bardossy, Karl	F/M	5	297				2	1
Abbotsford Mariners	2007	19	Carvery, Justin	M	9	359	1	3	5	4	7
Abbotsford Mariners	2007	17	Claibounre-Collins, Ethan	D/M	4	142	1		2	3	
Abbotsford Mariners	2007	7	Crocker, Sean (Half Pint)	M/D	12	583	1	1	3	14	11
Abbotsford Mariners	2007	2	Crocker, Simon (Sticks)	D	1	57					1
Abbotsford Mariners	2007	19	Dosanjh, Gagan	M	13	471	2	1	5	6	12
Abbotsford Mariners	2007	17	Fadden, Robert		3	55		2	2	1	1
Abbotsford Mariners	2007	6	Francisty, Milan	M	11	800				5	13
Abbotsford Mariners	2007	22	Garcia, Estevan		2	180					
Abbotsford Mariners	2007	3	Giebelhaus, James (Giggs)	D	15	1256		1	1	2	9
Abbotsford Mariners	2007	16	Gill, Jason (Gilly)	D	10	840				1	7
Abbotsford Mariners	2007	22	Haagen, Jesse	GK							
Abbotsford Mariners	2007	1	Johannson, Kristjan	GK	11	990					1
Abbotsford Mariners	2007	21	Lang, Adam (Langy)	D	13	1160				2	5
Abbotsford Mariners	2007	22	Lean, Chris	GK	4	271					
Abbotsford Mariners	2007	4	Mackinnon, Campbell	D	10	818				3	5
Abbotsford Mariners	2007	5	Peetoom, Brad	D	14	1215	2	1	5	9	10
Abbotsford Mariners	2007	9	Perry, Michael	M	10	497	1		2	5	6
Abbotsford Mariners	2007	6	Riehl, James (Rusty)	M	1	22					
Abbotsford Mariners	2007	8	Riehl, Mike	M	16	1297	4	2	10	29	32
Abbotsford Mariners	2007	18	Schmidt, Spencer	F	16	1143	5	6	16	45	12
Abbotsford Mariners	2007	20	Severn, James	M	13	687	10	3	23	26	6
Abbotsford Mariners	2007	15	Vanderhoek, David	F	13	921	11	3	25	31	21
Abbotsford Mariners	2007	12	Weymann, Kerry	D	6	273					5
Abbotsford Mariners	2007	13	Wilson, Cameron (Willow)	F	5	296	2		4	10	5
Ogden Outlaws	2007	10	Baca, Bruno (Carlos)	M/F	8	495	2	1	5	15	10
Ogden Outlaws	2007	15	Baker, Reid	M	3	173				3	2
Ogden Outlaws	2007	18	Blymiller, Shawn	F	13	396	2		4	5	6
Ogden Outlaws	2007	2	Broadhead, Jonny	M	16	1381	1		2	11	5
Ogden Outlaws	2007	12	Broadhead, Matt	M	12	627	2	3	7	11	6
Ogden Outlaws	2007	22	Christensen, Kellan C.	F	11	990	2	3	7	11	15
Ogden Outlaws	2007	23	Christensen, Kyle	M	11	884	6	1	13	22	12
Ogden Outlaws	2007	19	Cornia, Andrew	F/D							
Ogden Outlaws	2007	20	Earl, Brad	D	16	1003		2	2	6	12
Ogden Outlaws	2007	5	Gaertner, Gilbert	F	9	269		1	1	4	1
Ogden Outlaws	2007	8	Gehring, Tysen	D	7	282				2	5
Ogden Outlaws	2007	16	Gilliland, Colter	M	5	63					
Ogden Outlaws	2007	7	Hickman, Joseph	M	11	686				12	14
Ogden Outlaws	2007	9	Hickman, Kenneth	M	8	309	1		2	9	6
Ogden Outlaws	2007	6	Hickman Jr., Michael	D	14	1260	3	1	7	7	10
Ogden Outlaws	2007	24	Jaramillo, James J	D/M	9	757				4	6
Ogden Outlaws	2007	13	Kupfer, Jesse Tyson	M/F	8	427				5	1
Ogden Outlaws	2007	25	Malmquist, Max	M/F	6	122				5	3
Ogden Outlaws	2007	11	Martinez, Marco	M	8	322	1		2	7	9
Ogden Outlaws	2007	4	McCluskey, Russell	D	12	958				3	7
Ogden Outlaws	2007	17	Morris, Andrew	F	13	743	1	1	3	12	17
Ogden Outlaws	2007	21	Powell, Kenan	D	8	656				3	9
Ogden Outlaws	2007	1	Rogers, Jeff	GK/D	7	546	1		2	1	
Ogden Outlaws	2007	14	Swift, Garrett	M	8	438	1		2	5	6
Ogden Outlaws	2007	3	Zelin III, Robert Clayton	D	15	1106				5	15
Ogden Outlaws	2007	1	Zimmerman, Devin	GK	10	900					
Spokane Spiders	2007	11	Allbery, Dustin	F	11	883		1	1	5	3
Spokane Spiders	2007	3	Brooks, Galen	D	1	40					2
Spokane Spiders	2007	6	Carbery, Patrick M	M	3	170				1	2
Spokane Spiders	2007	15	Doggett, Rawley	D	2	180					
Spokane Spiders	2007	7	Faridnia, Abbas	M	2	180				1	1
Spokane Spiders	2007	21	Friesen, Matt	M	14	738		3	3	9	8
Spokane Spiders	2007	18	Funkhouser, Ben	M	13	998	1	4	6	16	6
Spokane Spiders	2007	17	Henderson, Skye	M	11	618	1	1	3	6	1
Spokane Spiders	2007	16	Jeremy, Jacobs	M	3	183					2
Spokane Spiders	2007	26	Johnson, Eric	M	1	8					
Spokane Spiders	2007	27	Kirsch, Keith	M	7	103				3	1
Spokane Spiders	2007	20	Kruegar, Jake	M/F	4	56					
Spokane Spiders	2007	0	Kurimura, Eric	GK	3	199					
Spokane Spiders	2007	1	Linafelter, Justin	D	3	270	1	1	3	1	3
Spokane Spiders	2007	10	Lundberg, Grant	M	12	1016	5	2	12	13	10
Spokane Spiders	2007	13	Mikkelsen, Chase	D/M	3	140				2	1
Spokane Spiders	2007	22	Mikkelson, Halvor	M	10	805	1		2	3	6
Spokane Spiders	2007	9	Moug, Jake	F	14	1202	11		22	31	18
Spokane Spiders	2007	0	Mummey, Hawk	GK	5	450		1	1		1
Spokane Spiders	2007	8	Peterson, Pete	M	10	892				3	13
Spokane Spiders	2007	2	Philp, Dan	D	15	1256		1	1	3	10
Spokane Spiders	2007	0	Pilcher, Dustin	GK	2	180					
Spokane Spiders	2007	24	Powers, David M	M/F	2	110					
Spokane Spiders	2007	24	Powers, Ryan	M	9	560	1	1	3	6	2
Spokane Spiders	2007	6	Rasic, Admir	M	1	35					
Spokane Spiders	2007	7	Realing, Keith	M	6	322					2
Spokane Spiders	2007	19	Rotert, Ben	D	1	23					1
Spokane Spiders	2007	23	Scott, Dan	D	9	796	1	1	3	9	9
Spokane Spiders	2007	0	Smith, Dade	GK	6	521					
Spokane Spiders	2007	4	Stueckle, Matt	D/M	11	959	1		2	4	2
Spokane Spiders	2007	14	Vela, Jay	F	6	353	1	1	3	1	3
Spokane Spiders	2007	5	Washington, Austin	D	6	483					2
Spokane Spiders	2007	25	Washington, Avery	M	1	90					1
Yakima Reds	2007	18	Hacker, Joshua	D	3	225					2
Yakima Reds	2007	14	Neal, Bryan	F	3	107	2		4	5	5
Yakima Reds	2007	1	Stebbins, John (Hank)	GK	6	517					
Yakima Reds	2007		Wiltz, Spencer	D							
Yakima Reds	2007	21	Calderon, Victor	D	12	1010	1		2	4	32
Yakima Reds	2007	13	Galvan, Luis	M	15	1224	2		4	10	8
Yakima Reds	2007	9	Garcia, Ceveriano (Junior)	F	9	545	1	3	5	21	11
Yakima Reds	2007	19	Garcia, Jose	F	10	416	3	1	7	6	15
Yakima Reds	2007	18	Goodwill, Geoffrey (Geoff)	F	3	152				5	3
Yakima Reds	2007	23	Hernandez, German (avi)	M	12	848	2	1	5	6	10
Yakima Reds	2007	10	Lopez, Humberto	M	7	592	1		2	4	5
Yakima Reds	2007	5	Lopez, Jorge	D	14	1233	1		2	6	24
Yakima Reds	2007	2	Malmstrom, Nicholas	D	14	1081				3	11
Yakima Reds	2007	1	McCurdy, Robert	GK	10	833					
Yakima Reds	2007	24	Mobley, Andrew	D	6	246				3	1
Yakima Reds	2007	12	Navarro, Alvaro	F	11	558	1		2	8	11
Yakima Reds	2007	6	Rogalsky, Derek	D	8	585				2	4
Yakima Reds	2007	7	Rojas, Alonso	M	12	597	1	1	3	8	14
Yakima Reds	2007	15	Rojas, Raymundo (Rey)	F	11	603	2	2	6	11	6
Yakima Reds	2007	3	Stevenson, Dennis	D	12	1019				5	14
Yakima Reds	2007	14	Torres, Edgar	M	7	303				3	3
Yakima Reds	2007	11	Valencia, Alvaro (Al)	D	13	1161	1		2	6	12
Yakima Reds	2007	8	Vega, Hector (Jr)	M	4	76					
Yakima Reds	2007	4	Viveros, Juan	D	11	686	1	1	3	8	9
Yakima Reds	2007	17	Yanez, David	F	9	336	2		4	6	4
Cascade Surge	2007	11	Bloudek, David		7	273		1	1	2	4
Cascade Surge	2007	10	Brewer, Nathan		7	420				1	6
Cascade Surge	2007	24	Bryant, Kyle	M	15	1117				6	13
Cascade Surge	2007	11	Crain, Joshua	M	2	135		1	1	2	
Cascade Surge	2007	16	Dietz, Nicholas	D	3	48				1	
Cascade Surge	2007	1	Eguren, David	GK	9	797					
Cascade Surge	2007	4	Gouveia, Kyle	M	13	693				7	6
Cascade Surge	2007	23	Griffiths, Anthony	F	14	1116		1	1	1	8
Cascade Surge	2007	30	Hatcher, Jason	D	6	284					6
Cascade Surge	2007	17	Henderson, Steven	D	13	460				1	5
Cascade Surge	2007	5	Juarez, Marco	M	16	959				7	11
Cascade Surge	2007	8	Knight, Grant		15	1034		1	1	7	10
Cascade Surge	2007	3	Lent, David	D							
Cascade Surge	2007	6	Louvier, Caleb	F	2	125				2	1
Cascade Surge	2007	26	Moussa Issoufou, Ayouba		7	416	1	2	4	4	21
Cascade Surge	2007	15	Ostergren, Stefan		15	1307	12	1	25	31	13
Cascade Surge	2007	28	Otto, Michael	M	14	433				3	6
Cascade Surge	2007	22	Sampson, Patrick	D	6	540					1
Cascade Surge	2007	18	Segebart, Kyle	D	13	877				4	14
Cascade Surge	2007	0	Shene, Jory		2	103					
Cascade Surge	2007	27	Smith, Zachary		8	429	2	1	5	6	7
Cascade Surge	2007	13	Starr, Timmothy		16	947		2	2	6	9
